time,acc,magentic,angularVelocity,linAcc,gravAcc,euler,quaternion
175.2,"(-0.17, -8.5, 4.82)","(6.875, 20.75, -20.6875)","(0.014180800172453928, -0.001090830782496456, -0.004363323129985824)","(-0.03, -0.01, 0.02)","(-0.17, -8.61, 4.67)","(359.8125, -1.0, 61.5)","(0.85931396484375, -0.51129150390625, 0.009765625, 0.00128173828125)"
176.2,"(-0.14, -8.56, 4.67)","(6.875, 20.375, -19.5)","(0.006544984694978736, 0.00545415391248228, -0.002181661564992912)","(-0.03, 0.09, 0.02)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.0013427734375)"
177.2,"(-0.15, -8.57, 4.65)","(7.25, 20.375, -21.0)","(-0.001090830782496456, 0.001090830782496456, -0.001090830782496456)","(0.01, 0.04, -0.01)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.00128173828125)"
178.2,"(-0.17, -8.53, 4.66)","(7.6875, 20.375, -21.0)","(-0.001090830782496456, -0.001090830782496456, 0.001090830782496456)","(-0.01, 0.07, -0.01)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.00128173828125)"
179.2,"(-0.18, -8.56, 4.68)","(8.0625, 20.375, -21.375)","(0.002181661564992912, -0.001090830782496456, 0.00545415391248228)","(0.05, 0.1, 0.04)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.00128173828125)"
180.2,"(-0.19, -8.5, 4.62)","(6.875, 21.5, -20.1875)","(0.0, -0.001090830782496456, 0.001090830782496456)","(0.0, 0.08, -0.04)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.00128173828125)"
181.2,"(-0.17, -8.55, 4.64)","(7.6875, 20.75, -21.375)","(-0.002181661564992912, 0.001090830782496456, 0.001090830782496456)","(0.0, 0.07, 0.0)","(-0.17, -8.61, 4.68)","(359.8125, -1.0, 61.4375)","(0.85955810546875, -0.510986328125, 0.00958251953125, 0.00128173828125)"
182.2,"(0.07, -8.8, 4.29)","(7.375, 21.5, -20.6875)","(-0.0272707695624114, -0.004363323129985824, 0.001090830782496456)","(0.05, 0.05, -0.56)","(-0.16, -8.620000000000001, 4.67)","(359.8125, -0.9375, 61.5)","(0.85931396484375, -0.5113525390625, 0.00897216796875, 0.00115966796875)"
183.16,"(-0.37, -8.57, 4.94)","(6.6875, 20.75, -20.25)","(0.01090830782496456, -0.002181661564992912, 0.001090830782496456)","(-0.09, -0.03, -0.05)","(-0.17, 319.08, 4.69)","(359.75, -1.0, 61.375)","(0.85992431640625, -0.51031494140625, 0.00958251953125, 0.0015869140625)"
184.15,"(-0.09, -8.3, 4.86)","(7.75, 20.0625, -19.875)","(0.013089969389957472, -0.001090830782496456, 0.0)","(0.01, -0.12, -0.36)","(-0.17, -8.61, 4.68)","(359.75, -1.0, 61.375)","(0.85968017578125, -0.51080322265625, 0.00946044921875, 0.00146484375)"
185.16,"(-0.11, -8.61, 4.5)","(7.75, 20.75, -21.0)","(-0.001090830782496456, -0.004363323129985824, -0.002181661564992912)","(0.0, 0.04, 0.0)","(-0.17, -8.6, 4.69)","(359.75, -1.0, 61.3125)","(0.85992431640625, -0.51031494140625, 0.00946044921875, 0.00146484375)"
186.2,"(-0.13, -8.57, 4.73)","(6.6875, 21.5, -21.875)","(-0.003272492347489368, 0.001090830782496456, 0.001090830782496456)","(0.0, 0.02, 0.0)","(-0.17, -8.6, 4.7)","(-1688.25, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00146484375)"
187.2,"(-0.13, -8.55, -323.02)","(7.0, 21.1875, -20.25)","(-0.002181661564992912, -0.002181661564992912, -0.002181661564992912)","(-0.01, 0.06, 0.0)","(-0.17, -8.6, 4.7)","(359.75, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00146484375)"
188.2,"(-0.18, -8.56, 4.68)","(7.75, 20.75, -21.0)","(0.0, 0.004363323129985824, -0.001090830782496456)","(-0.01, 0.01, 0.01)","(-0.17, -8.6, 4.7)","(359.8125, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00140380859375)"
189.2,"(-0.16, -8.55, 4.69)","(7.0, 21.1875, -21.0)","(0.0, -0.003272492347489368, 0.001090830782496456)","(-0.03, 0.06, 0.0)","(-0.17, -8.6, 4.7)","(359.8125, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00140380859375)"
190.2,"(-0.16, -8.56, 4.69)","(7.0, 21.1875, -21.0)","(0.0, 0.002181661564992912, -0.001090830782496456)","(0.0, 0.02, -0.04)","(-0.17, -8.6, 4.7)","(359.8125, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00140380859375)"
191.2,"(-0.16, -8.59, 4.66)","(7.0, 21.1875, -21.375)","(0.001090830782496456, 0.001090830782496456, -0.001090830782496456)","(0.02, 0.0, 0.01)","(-0.17, -8.6, 4.7)","(359.8125, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00140380859375)"
192.2,"(-0.22, -8.53, 4.7)","(7.375, 21.875, -20.6875)","(-0.004363323129985824, 0.00545415391248228, 0.001090830782496456)","(0.03, 0.04, -0.02)","(-0.17, -8.6, 4.7)","(359.8125, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.0093994140625, 0.00140380859375)"
193.2,"(-0.17, -8.57, 4.68)","(7.0, 21.1875, -20.25)","(-0.002181661564992912, 0.001090830782496456, -0.001090830782496456)","(0.02, 0.0, 0.0)","(-0.17, -8.6, 4.7)","(-1688.1875, -1.0, 61.3125)","(0.86004638671875, -0.5101318359375, 0.00946044921875, 0.00128173828125)"
194.2,"(0.04, -8.35, 4.62)","(7.75, 20.75, -21.25)","(0.007635815477475192, -0.002181661564992912, -0.001090830782496456)","(0.04, 0.13, -0.16)","(-0.14, -8.6, 4.69)","(359.875, -0.8125, 61.375)","(0.8599853515625, -0.51025390625, 0.008056640625, 0.00067138671875)"
195.2,"(0.0, -8.41, 4.59)","(7.75, 21.1875, -20.5625)","(-0.00545415391248228, -0.004363323129985824, 0.0)","(0.16, 0.17, -0.02)","(-0.14, -8.6, 4.69)","(359.875, -0.8125, 61.3125)","(0.8599853515625, -0.51025390625, 0.00811767578125, 0.000732421875)"
196.15,"(-0.23, -8.39, 4.83)","(7.75, 21.75, -20.1875)","(-0.003272492347489368, 0.0, 0.0)","(-0.1, -0.02, 0.12)","(-0.14, 319.08, 4.7)","(359.875, -8.8125, 61.3125)","(0.86016845703125, -0.50994873046875, 0.00830078125, 0.0008544921875)"
197.15,"(0.0, -8.41, 4.94)","(7.0, 21.0625, -20.5625)","(0.01090830782496456, -0.013089969389957472, 0.002181661564992912)","(0.06, 0.45, 0.3)","(-0.19, -8.59, 4.71)","(-1688.3125, -9.125, -1986.75)","(0.86041259765625, -0.509521484375, 0.0103759765625, 0.00213623046875)"
198.16,"(-0.18, -8.540000000000001, 4.69)","(8.1875, 20.6875, -20.875)","(0.011999138607461015, 0.001090830782496456, 0.001090830782496456)","(0.16, 1.04, 0.22)","(-0.16, 319.1, -322.94)","(359.8125, -0.9375, 61.0)","(0.861328125, -0.5079345703125, 0.00897216796875, 0.00128173828125)"
199.2,"(-0.18, -8.55, 4.74)","(7.75, 20.6875, -21.375)","(0.0, -0.002181661564992912, -0.001090830782496456)","(0.04, 0.03, 0.09)","(-0.16, -8.59, 4.72)","(359.8125, -0.9375, 61.1875)","(0.8607177734375, -0.509033203125, 0.009033203125, 0.0013427734375)"
200.2,"(-0.13, -8.56, 4.68)","(6.25, 20.25, -20.875)","(0.001090830782496456, -0.002181661564992912, 0.001090830782496456)","(0.03, 0.03, -0.01)","(-0.16, -8.59, 4.72)","(359.8125, -0.9375, 61.1875)","(0.8607177734375, -0.509033203125, 0.009033203125, 0.0013427734375)"
201.2,"(-0.13, -8.540000000000001, 4.68)","(7.0, 20.6875, -20.5625)","(0.001090830782496456, -0.003272492347489368, 0.0)","(0.0, 0.07, 0.01)","(-0.16, -8.59, 4.72)","(359.8125, -0.9375, 61.1875)","(0.8607177734375, -0.509033203125, 0.009033203125, 0.0013427734375)"
202.19,"(-0.16, -8.53, 4.69)","(7.0, 20.25, -20.875)","(0.0, -0.002181661564992912, 0.001090830782496456)","(-0.02, 0.08, 0.0)","(-0.16, -8.59, 4.72)","(367.8125, -0.9375, 61.1875)","(0.8685302734375, -0.509033203125, 0.009033203125, 0.0013427734375)"
203.2,"(-0.1, -8.45, 4.73)","(8.1875, 21.0625, -20.75)","(-0.002181661564992912, 0.001090830782496456, -0.001090830782496456)","(0.09, 0.0, -0.06)","(-0.16, -8.59, 4.72)","(359.8125, -0.9375, 61.1875)","(0.86077880859375, -0.50897216796875, 0.00897216796875, 0.0013427734375)"
204.2,"(-0.17, -8.52, 4.74)","(7.75, 20.6875, -21.1875)","(0.001090830782496456, 0.001090830782496456, 0.001090830782496456)","(0.0, 0.01, 0.01)","(-0.16, -8.58, 4.73)","(359.8125, -0.9375, 61.125)","(0.86090087890625, -0.5086669921875, 0.00909423828125, 0.00140380859375)"
205.2,"(-0.17, -8.49, 4.71)","(6.6875, 21.0625, -22.0)","(0.002181661564992912, -0.001090830782496456, 0.001090830782496456)","(0.0, 0.05, 0.0)","(-0.16, -8.58, 4.73)","(359.8125, -0.9375, 61.125)","(0.86090087890625, -0.5086669921875, 0.00909423828125, 0.00140380859375)"
206.2,"(0.17, -8.96, 4.09)","(6.5625, 21.0625, -20.1875)","(0.02399827721492203, 0.019634954084936207, -0.00545415391248228)","(0.24, 0.27, -0.35000000000000003)","(-0.17, -8.58, 4.73)","(359.875, -1.0, 61.125)","(0.861083984375, -0.50836181640625, 0.009765625, 0.00091552734375)"
207.2,"(-0.18, -8.51, 4.68)","(15.0, 20.0, -20.875)","(0.002181661564992912, -0.003272492347489368, -0.003272492347489368)","(0.51, -1.49, -0.22)","(-0.16, -8.58, 4.73)","(359.75, -1.0625, 61.0625)","(0.86090087890625, -0.5086669921875, 0.009765625, 0.00103759765625)"
208.2,"(-0.42, -8.91, 4.53)","(6.875, 19.875, -20.5625)","(-0.001090830782496456, 0.022907446432425576, 0.019634954084936207)","(-0.09, -0.02, -0.07)","(-0.18, -8.540000000000001, 4.8)","(359.8125, -1.0625, 60.625)","(0.86328125, -0.50457763671875, 0.0101318359375, 0.00115966796875)"
209.15,"(-0.2, 319.17, -322.74)","(7.25, 19.75, 2026.75)","(-0.014180800172453928, 0.0, 0.003272492347489368)","(-0.08, 0.04, -0.04)","(-0.18, -8.540000000000001, 4.8)","(359.8125, -1.0625, 60.625)","(0.86309814453125, -0.5050048828125, 0.01025390625, 0.001220703125)"
210.15,"(-0.16, 319.17, -322.88)","(7.25, 19.75, 2025.9375)","(0.00545415391248228, 0.0, -0.14180800172453928)","(0.04, 0.06, 0.03)","(-0.18, -8.540000000000001, 4.8)","(359.8125, -1.0625, 60.625)","(0.86309814453125, -0.50494384765625, 0.01025390625, 0.00115966796875)"
211.15,"(-0.16, 319.17, -322.98)","(7.25, 19.0, 2026.75)","(0.0, 0.0, 0.002181661564992912)","(0.06, 0.02, 0.02)","(-0.18, -8.540000000000001, 4.8)","(359.8125, -1.0625, 60.625)","(0.86309814453125, -0.5048828125, 0.01019287109375, 0.00115966796875)"
212.2,"(-0.22, -8.44, 4.75)","(6.875, 20.0625, -21.25)","(-0.008726646259971648, 0.001090830782496456, 0.0)","(0.1, 0.0, 0.03)","(-0.19, -8.55, 4.79)","(359.75, -1.125, 60.6875)","(0.86285400390625, -0.50531005859375, 0.01068115234375, 0.00140380859375)"
213.2,"(-0.27, -8.51, 4.76)","(7.25, 19.75, -19.75)","(-0.00545415391248228, -0.003272492347489368, 0.004363323129985824)","(0.01, 0.04, 0.01)","(-0.19, -8.540000000000001, 4.8)","(359.8125, -1.0625, 60.625)","(0.86297607421875, -0.505126953125, 0.010498046875, 0.001220703125)"
214.2,"(-0.14, -8.47, 4.8100000000000005)","(7.6875, 20.0625, -20.5625)","(0.00545415391248228, -0.002181661564992912, 0.002181661564992912)","(0.01, 0.04, 0.01)","(-0.18, -8.540000000000001, 4.8)","(367.8125, -1.0625, 60.625)","(0.863037109375, -0.5050048828125, 0.010498046875, 0.001220703125)"
215.2,"(-0.23, -8.43, 4.8100000000000005)","(7.0, 19.0, -20.875)","(0.006544984694978736, 0.001090830782496456, 0.003272492347489368)","(-0.01, 0.06, -0.01)","(-0.18, -8.540000000000001, 4.8100000000000005)","(367.8125, -1.0625, 60.5625)","(0.86334228515625, -0.50445556640625, 0.010498046875, 0.001220703125)"
216.2,"(-0.22, -8.57, 4.8100000000000005)","(6.25, 19.75, -20.5625)","(0.014180800172453928, -0.004363323129985824, 0.002181661564992912)","(0.01, 0.0, 0.06)","(-0.19, -8.540000000000001, 4.8100000000000005)","(359.8125, -1.0625, 60.5)","(0.864013671875, -0.50341796875, 0.010498046875, 0.001220703125)"
217.2,"(-0.18, -8.49, 4.87)","(8.1875, 20.0625, -21.375)","(0.002181661564992912, 0.003272492347489368, 0.001090830782496456)","(0.04, -0.13, -0.07)","(-0.18, -8.52, 4.83)","(359.8125, -1.0625, 60.4375)","(0.864013671875, -0.50335693359375, 0.010498046875, 0.001220703125)"
218.2,"(-0.28, -8.27, 4.75)","(7.375, 20.5, -20.1875)","(0.003272492347489368, 0.001090830782496456, 0.001090830782496456)","(-0.06, -0.09, -0.07)","(-0.19, -8.52, 4.83)","(359.8125, -1.125, 60.4375)","(0.86395263671875, -0.50341796875, 0.01080322265625, 0.00128173828125)"
219.2,"(-0.19, -8.45, 4.84)","(7.375, 19.375, -21.75)","(0.004363323129985824, -0.003272492347489368, 0.001090830782496456)","(0.05, 0.03, 0.01)","(-0.19, -8.52, 4.84)","(359.8125, -1.125, 60.375)","(0.8641357421875, -0.50311279296875, 0.0107421875, 0.001220703125)"
220.2,"(-0.17, -8.51, 4.82)","(8.75, 19.375, -21.375)","(0.003272492347489368, 0.004363323129985824, 0.001090830782496456)","(0.03, -0.02, 0.01)","(-0.19, -8.52, 4.84)","(359.8125, -1.125, 60.375)","(0.8641357421875, -0.50311279296875, 0.0107421875, 0.001220703125)"
221.2,"(-0.17, -8.52, 4.8100000000000005)","(7.375, 18.5625, -22.0625)","(-0.001090830782496456, 0.008726646259971648, 0.0)","(0.0, -1.28, 1.06)","(-0.18, -8.59, 4.72)","(359.875, -1.0625, 60.5625)","(0.86297607421875, -0.505126953125, 0.0107421875, 0.000732421875)"
222.14,"(-1.58, -6.62, 3.97)","(12.375, 29.75, -22.0625)","(0.46469391334349025, -0.4886921905584123, 35.37782393792506)","(0.02, -325.68, -1.43)","(-1.18, -8.93, 3.85)","(356.3125, -5.8125, 74.25)","(0.83795166015625, -0.54425048828125, 0.03314208984375, 0.0224609375)"
223.16,"(-0.19, -8.53, -322.93)","(-1.6875, 23.0, -30.6875)","(0.001090830782496456, 0.001090830782496456, 0.0)","(-0.02, 0.02, -0.05)","(-0.17, -8.55, 4.78)","(367.375, -1.0, 60.75)","(0.870361328125, -0.51373291015625, 0.00775146484375, -1.99542236328125)"
224.19,"(-0.2, -8.55, 4.73)","(-1.6875, 23.6875, -40.25)","(0.0, -0.003272492347489368, 0.0)","(-0.02, 0.03, -0.02)","(-0.17, -8.55, 4.78)","(359.375, -1.0, 60.75)","(0.86248779296875, -0.5059814453125, 0.00775146484375, 0.00457763671875)"
225.2,"(-0.18, -8.5, 4.74)","(-0.875, 24.0625, -31.375)","(0.0, -0.001090830782496456, 0.001090830782496456)","(0.0, 0.04, -1.31)","(-0.17, -8.55, 4.78)","(359.375, -1.0, 60.75)","(0.86248779296875, -0.5059814453125, 0.00775146484375, 0.00457763671875)"
226.2,"(-0.17, -8.5, 4.78)","(-1.25, 23.375, -31.875)","(-0.002181661564992912, 0.003272492347489368, 0.0)","(0.0, 0.06, -0.02)","(-0.17, -8.55, 4.78)","(359.375, -1.0, 60.75)","(0.86248779296875, -0.5059814453125, 0.00775146484375, 0.00457763671875)"
227.2,"(-0.13, -8.43, 4.79)","(7.5625, 21.375, -18.875)","(0.003272492347489368, 0.00545415391248228, -0.001090830782496456)","(0.1, 0.14, 0.09)","(-0.17, -8.540000000000001, 4.8100000000000005)","(359.375, -1.0, 60.5625)","(0.86322021484375, -0.50469970703125, 0.0076904296875, 0.004638671875)"
228.2,"(-0.16, -8.5, 4.76)","(5.75, 21.375, -20.75)","(-0.001090830782496456, 0.0, 0.002181661564992912)","(0.0, 0.02, -0.01)","(-0.17, -8.540000000000001, 4.8)","(359.375, -1.0, 60.625)","(0.86322021484375, -0.50469970703125, 0.0076904296875, 0.004638671875)"
229.2,"(-0.07, -8.39, 4.8)","(7.1875, 21.0625, -19.6875)","(-0.10799224746714914, 0.026179938779914945, 0.05781403147231216)","(0.45, -1.6, 0.41000000000000003)","(-0.18, -8.52, 4.8500000000000005)","(358.5, -1.0625, 60.4375)","(0.86370849609375, -0.50384521484375, 0.00469970703125, 0.0107421875)"
230.2,"(-0.22, -8.43, 4.92)","(7.6875, 21.1875, -20.5625)","(0.04799655442984406, -0.004363323129985824, 0.002181661564992912)","(0.18, 0.19, 0.12)","(-0.17, -8.47, 4.93)","(358.625, -1.0, 59.875)","(0.86602783203125, -0.4998779296875, 0.00469970703125, 0.01025390625)"
231.2,"(-0.09, -8.51, 4.86)","(8.0625, 21.5, -22.375)","(0.0272707695624114, -0.004363323129985824, 0.002181661564992912)","(-0.03, 0.03, 0.0)","(-0.17, -8.43, 4.99)","(358.625, -1.0, 59.1875)","(0.86993408203125, -0.4930419921875, 0.004638671875, 0.0101318359375)"
232.2,"(-0.17, -8.38, 4.89)","(7.25, 20.375, -22.0)","(-0.002181661564992912, -0.004363323129985824, 0.0)","(0.0, 0.07, 0.0)","(-0.17, -8.43, 4.99)","(358.625, -1.0, 59.375)","(0.86859130859375, -0.495361328125, 0.0047607421875, 0.01019287109375)"
233.2,"(-0.19, -8.28, 5.0200000000000005)","(7.6875, 20.375, -21.1875)","(-0.022907446432425576, 0.003272492347489368, 0.001090830782496456)","(0.04, 0.0, -0.08)","(-0.17, -8.43, 4.99)","(358.625, -1.0, 59.3125)","(0.86871337890625, -0.4952392578125, 0.0047607421875, 0.01019287109375)"
234.2,"(-0.22, -8.35, 4.92)","(6.5625, 21.5, -21.1875)","(0.003272492347489368, 0.004363323129985824, 0.00545415391248228)","(0.0, 0.06, -0.08)","(-0.18, -8.45, 4.95)","(358.625, -1.0625, 59.625)","(0.8675537109375, -0.4971923828125, 0.00494384765625, 0.01007080078125)"
235.15,"(-0.16, -8.44, 4.91)","(7.0, 20.6875, -21.5625)","(0.0, -0.14180800172453928, 0.0)","(0.02, 0.02, -0.01)","(-0.18, -8.45, 4.95)","(-1681.375, -9.0625, 59.625)","(0.8675537109375, -0.4971923828125, 0.00494384765625, 0.01007080078125)"
236.15,"(-0.18, -8.4, 4.89)","(7.6875, 20.375, -21.1875)","(0.0, 0.0, 0.0)","(0.0, 0.04, -0.02)","(-0.18, -8.45, 4.95)","(-1681.375, -9.0625, 59.625)","(0.8675537109375, 1.5028076171875, 0.00494384765625, 0.01007080078125)"
237.2,"(-0.17, -8.43, 4.92)","(8.5, 20.6875, -21.1875)","(0.002181661564992912, -0.002181661564992912, 0.001090830782496456)","(0.0, 0.01, -0.03)","(-0.18, -8.45, 4.95)","(358.625, -1.0625, 59.625)","(0.8675537109375, -0.4971923828125, 0.00494384765625, 0.01007080078125)"
238.21,"(-0.17, -8.44, 4.91)","(7.25, 20.6875, -21.5)","(-0.002181661564992912, -0.003272492347489368, 0.0)","(-0.01, 0.05, -0.02)","(-0.18, -8.45, 4.95)","(358.625, -1.0625, 59.625)","(0.8675537109375, -0.4971923828125, 0.00494384765625, 0.01007080078125)"
239.2,"(-0.19, -8.4, 4.92)","(8.0625, 21.0625, -20.75)","(0.004363323129985824, -0.001090830782496456, -0.001090830782496456)","(0.0, 0.04, -0.04)","(-0.18, -8.45, 4.95)","(358.625, -1.0625, 59.625)","(0.8675537109375, -0.4971923828125, -1.99505615234375, 0.01007080078125)"
240.2,"(-0.2, -8.4, 4.93)","(7.6875, 20.375, -23.0625)","(-0.003272492347489368, 0.002181661564992912, 0.0)","(-0.01, 0.01, -0.06)","(-0.18, -8.45, 4.95)","(358.625, -1.0625, 59.625)","(0.8675537109375, -0.4971923828125, 0.00494384765625, 0.01007080078125)"
241.2,"(-0.18, -8.43, 4.93)","(7.25, 21.875, -21.1875)","(0.0, -0.00545415391248228, 0.001090830782496456)","(-0.01, 0.0, 0.0)","(-0.18, -8.45, 4.95)","(358.5625, -1.0625, 59.5625)","(0.86761474609375, -0.49713134765625, 0.00457763671875, 0.0107421875)"
242.2,"(-0.16, -8.42, 4.91)","(8.5, 21.0625, -22.0)","(-0.003272492347489368, -0.001090830782496456, -0.001090830782496456)","(0.0, 0.04, -0.01)","(-0.18, -8.45, 4.95)","(358.5625, -1.0625, 59.5625)","(0.86761474609375, -0.49713134765625, 0.00457763671875, 0.0107421875)"
243.2,"(-0.17, -8.41, 4.91)","(7.25, 21.5, -22.0)","(0.003272492347489368, 0.001090830782496456, 0.002181661564992912)","(-0.02, 0.04, -0.03)","(-0.18, -8.45, 4.95)","(358.5625, -1.0625, 59.5625)","(0.86761474609375, -0.49713134765625, 0.00457763671875, 0.0107421875)"
244.2,"(-0.18, -8.43, 4.97)","(7.6875, 21.75, -22.0)","(-0.07090400086226964, 0.04799655442984406, -0.12544553998709243)","(0.79, 3.11, -0.68)","(-0.16, -8.47, 4.93)","(367.1875, -1.0, 59.75)","(0.8670654296875, -0.49810791015625, 0.00799560546875, 0.00518798828125)"
245.2,"(-0.44, -8.39, 4.93)","(8.375, 20.6875, -22.0)","(0.016362461737446838, -0.009817477042468103, 0.002181661564992912)","(-0.14, 0.06, -0.08)","(-0.19, -8.46, 4.95)","(8.5625, -1.0625, 59.625)","(0.86749267578125, -0.49725341796875, 0.0137939453125, -0.004638671875)"
246.2,"(0.11, -8.71, 5.18)","(9.1875, 20.0625, -21.875)","(-0.038179077387375956, -0.007635815477475192, -0.007635815477475192)","(-0.04, 0.34, -0.01)","(-0.19, -8.43, 4.99)","(0.5, -1.125, 59.375)","(0.86846923828125, -0.4954833984375, 0.013671875, -0.00396728515625)"
247.16,"(-0.26, -8.39, 5.0)","(8.1875, 20.375, 2025.75)","(-0.044724062082354694, 0.1439896632895322, -0.1439896632895322)","(0.07, 0.0, 0.14)","(-0.19, 319.23, -322.72)","(0.4375, -9.125, 59.5625)","(0.8677978515625, 1.50335693359375, -1.98651123046875, -0.01153564453125)"
248.15,"(-0.11, -8.23, 6.4)","(7.75, 19.6875, -21.875)","(-0.08944812416470939, 0.008726646259971648, 0.0)","(0.3, -0.09, 1.59)","(-0.18, -8.46, 4.94)","(0.5, -1.0625, 59.8125)","(0.865966796875, -0.49993896484375, 0.01324462890625, -0.00384521484375)"
249.15,"(-0.25, -8.39, 4.93)","(8.75, 20.375, -22.875)","(-0.001090830782496456, 0.13962634015954636, -0.002181661564992912)","(1.32, 0.0, -0.14)","(-0.19, -8.42, 5.0)","(1.0, -1.0625, 59.25)","(0.869140625, -0.49420166015625, 0.01556396484375, -0.00762939453125)"
250.2,"(-0.11, -8.48, 5.03)","(8.1875, 20.375, -22.875)","(-0.08617563181722002, 0.009817477042468103, 0.006544984694978736)","(-0.16, -0.01, -0.35000000000000003)","(-0.17, -8.45, 4.97)","(0.9375, -1.0625, 59.4375)","(0.86834716796875, -0.49566650390625, 0.0155029296875, -0.00726318359375)"
251.2,"(-0.37, -8.43, 4.6000000000000005)","(8.75, 20.0, -22.875)","(0.017453292519943295, -0.002181661564992912, 0.001090830782496456)","(0.01, -0.25, -0.06)","(-0.17, -8.44, 4.98)","(9.0625, -1.0, 59.375)","(0.8685302734375, -0.495361328125, 0.0150146484375, -0.00811767578125)"
252.2,"(-0.22, -8.47, 4.97)","(8.5, 19.5625, -23.25)","(-0.00545415391248228, 0.008726646259971648, -0.015271630954950384)","(0.02, 0.04, 0.07)","(-0.16, -8.43, 4.99)","(1.3125, -0.9375, 59.375)","(0.86865234375, -0.4951171875, 0.01580810546875, -0.01007080078125)"
253.2,"(-0.18, -8.48, 4.91)","(8.75, 19.25, -20.875)","(-0.001090830782496456, 0.0, -0.003272492347489368)","(0.0, 0.0, 0.04)","(-0.19, -8.44, 4.98)","(1.3125, -1.125, 59.4375)","(0.8682861328125, -0.49566650390625, 0.01708984375, -0.01007080078125)"
254.2,"(-0.13, -8.3, 4.92)","(8.1875, 18.875, -22.0625)","(-0.004363323129985824, -0.002181661564992912, -0.003272492347489368)","(-0.06, 0.08, -0.03)","(-0.19, -8.44, 4.98)","(1.3125, -1.125, 59.4375)","(0.8682861328125, -0.49566650390625, 0.01708984375, -0.01007080078125)"
255.2,"(-0.13, -8.46, 4.8500000000000005)","(8.375, 19.5625, -22.875)","(-0.001090830782496456, -0.004363323129985824, -0.009817477042468103)","(-0.02, 0.08, -0.02)","(-0.19, -8.44, 4.98)","(1.3125, -1.125, 59.4375)","(0.86834716796875, -0.4954833984375, 0.0172119140625, -0.01031494140625)"
256.2,"(-0.26, -8.36, 4.9)","(8.6875, 19.5625, -21.6875)","(0.004363323129985824, 0.004363323129985824, 0.001090830782496456)","(-0.05, 0.03, -0.03)","(-0.18, -8.44, 4.98)","(1.375, -1.0625, 59.4375)","(0.8682861328125, -0.49560546875, 0.01708984375, -0.0106201171875)"
257.2,"(0.0, -8.66, 4.5)","(8.375, 19.5625, -22.5)","(0.037088246604879506, 0.014180800172453928, 0.01090830782496456)","(-0.1, -0.19, 0.11)","(-0.19, -8.44, 4.98)","(1.375, -1.0625, 59.4375)","(0.8682861328125, -0.49566650390625, 0.0172119140625, -0.0106201171875)"
258.2,"(-0.16, -8.47, 4.86)","(8.0625, 19.5625, -22.5)","(-0.002181661564992912, -0.002181661564992912, -0.004363323129985824)","(-0.05, -0.01, 0.07)","(-0.18, -8.44, 4.98)","(1.375, -1.0625, 59.4375)","(0.86834716796875, -0.4954833984375, 0.01727294921875, -0.0108642578125)"
259.2,"(-0.36, -8.25, 4.8500000000000005)","(8.375, 18.875, -22.875)","(-0.003272492347489368, 0.00545415391248228, 0.001090830782496456)","(-0.04, -0.08, -0.08)","(-0.19, -8.44, 4.98)","(1.375, -1.0625, 59.4375)","(0.86834716796875, -0.4954833984375, 0.01739501953125, -0.01080322265625)"
260.15,"(-0.21, 319.28000000000003, 5.08)","(15.6875, 18.5625, -22.875)","(-0.003272492347489368, -0.003272492347489368, -0.003272492347489368)","(0.0, 0.01, -0.02)","(-0.18, -8.44, 4.98)","(1.4375, -1.0625, 59.4375)","(0.86834716796875, -0.49554443359375, 0.02508544921875, -0.010986328125)"
261.15,"(-0.22, -8.31, 4.99)","(8.375, 18.5625, -22.875)","(-0.00545415391248228, -0.002181661564992912, -0.002181661564992912)","(0.0, 0.03, 0.06)","(-0.18, -8.44, 4.98)","(1.4375, -1.0625, 59.4375)","(0.86834716796875, -0.49554443359375, 0.025146484375, -0.01104736328125)"
262.15,"(-0.2, 319.29, 4.94)","(9.0625, 18.5625, -22.875)","(0.002181661564992912, -0.00545415391248228, 0.003272492347489368)","(0.0, 0.1, 0.05)","(-0.18, -8.44, 4.98)","(1.4375, -1.0625, 59.4375)","(0.8682861328125, -0.49560546875, 0.02508544921875, -0.01104736328125)"
