time,acc,magentic,angularVelocity,linAcc,gravAcc,euler,quaternion
90.2,"(0.31, -10.25, 0.8300000000000001)","(6.75, 30.75, -13.375)","(-0.022907446432425576, 0.0, 0.002181661564992912)","(0.15, -0.17, -0.22)","(0.05, -9.790000000000001, 0.51)","(0.125, 0.3125, 86.9375)","(0.7254638671875, -0.688232421875, -0.003173828125, -0.0008544921875)"
91.2,"(0.13, -9.64, 0.45)","(6.6875, 30.0625, -13.0625)","(0.015271630954950384, -0.001090830782496456, 0.003272492347489368)","(-0.03, -0.17, -0.06)","(0.06, -9.790000000000001, 0.52)","(0.125, 0.3125, 86.875)","(0.725830078125, -0.6878662109375, -0.0032958984375, -0.0009765625)"
92.2,"(0.0, -10.1, 0.52)","(6.6875, 31.5, -12.25)","(0.015271630954950384, -0.001090830782496456, 0.0)","(-0.12, 0.37, -0.03)","(0.06, -9.790000000000001, 0.53)","(0.125, 0.3125, 86.875)","(0.72601318359375, -0.68768310546875, -0.0032958984375, -0.0009765625)"
93.2,"(0.01, -10.14, 0.55)","(6.25, 31.1875, -12.25)","(0.017453292519943295, -0.004363323129985824, -0.001090830782496456)","(0.0, 0.29, 0.0)","(0.06, -9.790000000000001, 0.53)","(0.125, 0.3125, 86.875)","(0.72613525390625, -0.68756103515625, -0.0032958984375, -0.0009765625)"
94.2,"(0.07, -9.790000000000001, 0.56)","(7.1875, 30.5, -12.6875)","(0.002181661564992912, -0.003272492347489368, 0.002181661564992912)","(-0.02, -0.02, 0.01)","(0.06, -9.790000000000001, 0.54)","(0.125, 0.3125, 86.8125)","(0.72637939453125, -0.687255859375, -0.0032958984375, -0.0009765625)"
95.2,"(0.05, -9.83, 0.58)","(5.6875, 30.5, -13.0)","(0.003272492347489368, 0.004363323129985824, 0.001090830782496456)","(0.0, -0.04, 0.01)","(0.06, -9.790000000000001, 0.54)","(0.125, 0.3125, 86.8125)","(0.72637939453125, -0.687255859375, -0.0032958984375, -0.0009765625)"
96.21,"(0.06, -9.82, 0.54)","(6.75, 31.1875, -13.0)","(0.0, -0.003272492347489368, -0.001090830782496456)","(0.0, -0.02, 0.0)","(0.06, -9.790000000000001, 0.54)","(0.125, 0.3125, 86.8125)","(0.72637939453125, -0.687255859375, -0.0032958984375, -0.0009765625)"
97.2,"(0.06, -9.82, 0.58)","(6.0625, 30.0625, -11.875)","(0.001090830782496456, -0.003272492347489368, 0.003272492347489368)","(0.06, 0.01, -0.07)","(0.05, -9.790000000000001, 0.53)","(0.125, 0.3125, 86.75)","(0.7266845703125, -0.68695068359375, -0.0032958984375, -0.00103759765625)"
98.2,"(-0.04, -10.0, 0.79)","(7.1875, 30.75, -12.75)","(0.003272492347489368, -0.002181661564992912, 0.001090830782496456)","(0.09, 0.29, -0.08)","(0.05, -9.78, 0.56)","(0.0625, 0.25, 86.625)","(0.727294921875, -0.68634033203125, -0.0029296875, -0.00079345703125)"
99.2,"(0.01, -9.44, 0.63)","(6.375, 30.75, -12.375)","(-0.004363323129985824, -0.004363323129985824, -0.004363323129985824)","(0.06, -0.06, -0.1)","(0.03, -9.78, 0.59)","(359.9375, 0.125, 86.5)","(0.7281494140625, -0.6854248046875, -0.002197265625, 6.103515625e-05)"
100.15,"(0.2, 317.88, 0.58)","(-2032.8125, -2025.25, -12.75)","(0.00545415391248228, -0.14289883250703572, 0.14180800172453928)","(0.0, -0.14, -0.28)","(0.02, -9.78, 0.58)","(359.9375, 0.125, 86.5625)","(0.7279052734375, -0.6856689453125, -0.00189208984375, 0.0003662109375)"
101.15,"(0.13, -9.68, 0.44)","(6.0, 31.5625, -12.375)","(-0.02181661564992912, 0.0, -0.003272492347489368)","(0.13, 0.03, -1.46)","(0.02, 317.90000000000003, 1.86)","(359.9375, 0.125, -1961.5)","(0.72796630859375, -0.68560791015625, -0.00201416015625, 0.008056640625)"
102.1,"(0.0, -9.790000000000001, 0.63)","(6.375, 30.0625, -12.375)","(-0.001090830782496456, 0.001090830782496456, 0.001090830782496456)","(0.07, -0.04, 0.08)","(0.01, -9.78, 0.59)","(-1688.0625, 0.0625, 86.5)","(0.72808837890625, -0.6854248046875, -0.00177001953125, 0.0003662109375)"
103.2,"(-0.01, -9.77, 0.6)","(6.375, 30.0625, -11.5625)","(0.002181661564992912, -0.003272492347489368, 0.001090830782496456)","(-0.01, 0.03, 0.01)","(0.01, -9.78, 0.59)","(-1688.125, 0.0625, 86.5)","(0.72808837890625, -0.68548583984375, -0.00146484375, 0.00067138671875)"
104.2,"(0.02, -9.83, 0.63)","(6.375, 30.0625, -13.0625)","(0.0, 0.003272492347489368, 0.001090830782496456)","(0.05, -0.07, 0.0)","(0.01, -9.78, 0.59)","(359.875, 0.0625, 86.5)","(0.72808837890625, -0.68548583984375, -0.00146484375, 0.00067138671875)"
105.2,"(-0.25, -10.0, 0.33)","(5.375, 30.5, -12.75)","(-0.003272492347489368, 0.001090830782496456, -0.00545415391248228)","(-0.31, 0.11, 0.03)","(0.0, -9.78, 0.6)","(359.875, 0.0, 86.4375)","(0.7286376953125, -0.6849365234375, -0.001220703125, 0.00067138671875)"
106.18,"(-0.02, -9.74, 0.51)","(7.25, 31.25, -13.0)","(0.00545415391248228, 0.001090830782496456, 0.003272492347489368)","(-0.12, 0.2, -0.04)","(0.0, -9.78, 0.6)","(359.875, 0.0, 86.4375)","(0.72869873046875, -0.684814453125, -0.001220703125, 0.00067138671875)"
107.2,"(-0.26, -10.15, 0.79)","(6.75, 31.0, -11.25)","(-0.008726646259971648, -0.008726646259971648, -0.04254240051736178)","(-0.16, -0.68, 0.6)","(0.03, -9.78, 0.6)","(0.0, 0.125, 86.3125)","(0.7291259765625, -0.68438720703125, -0.00201416015625, -0.00018310546875)"
108.2,"(-0.1, -9.91, 0.96)","(6.75, 30.6875, -12.1875)","(0.013089969389957472, -0.001090830782496456, 0.009817477042468103)","(0.04, -0.27, 0.21)","(0.02, -9.78, 0.62)","(0.0, 0.125, 86.375)","(0.72900390625, -0.68450927734375, -0.001953125, -0.000244140625)"
109.21,"(0.17, -10.14, 0.48)","(6.25, 30.75, -12.1875)","(-0.006544984694978736, 0.001090830782496456, -0.003272492347489368)","(0.0, 0.14, 0.11)","(0.0, -9.78, 0.63)","(359.8125, 0.0, 86.25)","(0.729736328125, -0.6837158203125, -0.00079345703125, 0.0009765625)"
110.2,"(0.0, -9.790000000000001, 0.7000000000000001)","(6.0625, 30.375, -12.1875)","(-0.00545415391248228, 0.003272492347489368, -0.003272492347489368)","(0.02, 0.01, 0.02)","(0.0, -9.78, 0.63)","(359.8125, 0.0, 86.25)","(0.729736328125, -0.6837158203125, -0.00079345703125, 0.0009765625)"
111.2,"(0.12, -9.540000000000001, 0.67)","(5.6875, 30.75, -12.1875)","(0.003272492347489368, -0.008726646259971648, -0.009817477042468103)","(0.25, -0.37, 0.07)","(0.0, -9.78, 0.63)","(359.8125, 0.0, 86.25)","(0.72979736328125, -0.68365478515625, -0.00067138671875, 0.00103759765625)"
112.2,"(0.29, -9.540000000000001, 0.55)","(6.25, 31.0625, -12.375)","(0.013089969389957472, 0.003272492347489368, 0.008726646259971648)","(-0.07, 0.08, -0.06)","(0.0, -9.78, 0.64)","(359.9375, 0.0, 86.1875)","(0.7301025390625, -0.683349609375, -0.00067138671875, 0.000244140625)"
113.15,"(-0.23, -9.67, 0.62)","(-2033.75, 31.0625, -12.75)","(0.004363323129985824, 0.001090830782496456, 0.004363323129985824)","(-0.07, -0.02, 0.11)","(0.0, -9.78, 0.66)","(0.0, 0.0, 86.0625)","(0.73065185546875, -0.6827392578125, -0.0006103515625, -6.103515625e-05)"
114.15,"(0.02, -9.88, 0.68)","(7.0625, 30.375, -12.75)","(0.001090830782496456, -0.14180800172453928, 0.1407171709420428)","(0.0, -1.3, 1.3)","(0.0, 317.90000000000003, -325.74)","(0.0, 0.0, -1961.9375)","(0.73065185546875, -0.6827392578125, -0.0006103515625, -6.103515625e-05)"
115.2,"(-0.11, -9.55, 0.72)","(7.0625, 30.75, -12.1875)","(-0.015271630954950384, 0.00545415391248228, -0.004363323129985824)","(0.03, -0.23, -0.11)","(0.02, -9.78, 0.67)","(0.0625, 0.0625, 86.0625)","(0.73089599609375, -0.6824951171875, -0.00103759765625, -0.00042724609375)"
116.2,"(-1.27, -11.48, 0.99)","(15.0625, 31.5, -11.75)","(0.02945243112740431, -0.002181661564992912, -0.001090830782496456)","(-1.59, -0.27, 0.0)","(0.02, -9.78, 0.7000000000000001)","(0.0625, 0.125, 85.875)","(0.7320556640625, -0.68121337890625, -0.0010986328125, -0.000732421875)"
117.2,"(0.06, -9.31, 0.79)","(6.25, 30.375, -11.0)","(-0.001090830782496456, 0.0, 0.002181661564992912)","(-0.12, 0.42, -0.02)","(0.02, -9.77, 0.73)","(8.0625, 0.125, 85.6875)","(0.733154296875, -0.6800537109375, -0.00079345703125, -0.00067138671875)"
118.2,"(-0.25, -9.86, 1.01)","(7.75, 30.875, -11.0)","(0.020725784867432664, 0.007635815477475192, 0.013089969389957472)","(-0.59, 0.64, -0.39)","(0.03, -9.77, 0.74)","(0.1875, 0.1875, 85.5625)","(0.7337646484375, -0.67938232421875, -0.00103759765625, -0.0013427734375)"
119.2,"(-0.12, -9.8, 0.8)","(7.5, 30.375, -11.375)","(0.05235987755982989, -0.014180800172453928, 0.001090830782496456)","(-0.41000000000000003, -326.78000000000003, 0.14)","(0.03, -9.77, 0.77)","(0.25, 0.1875, 85.4375)","(0.73443603515625, -0.6787109375, -0.00115966796875, -0.0015869140625)"
120.2,"(0.08, -9.83, 0.5700000000000001)","(6.6875, 31.0625, -12.1875)","(-0.004363323129985824, -0.006544984694978736, 0.006544984694978736)","(-0.15, 0.43, 0.07)","(0.04, -9.77, 0.79)","(0.3125, 0.25, 85.3125)","(0.73516845703125, -0.67791748046875, -0.00128173828125, -0.00225830078125)"
121.2,"(-0.24, -10.03, 0.7000000000000001)","(6.25, 31.0625, -11.5)","(0.018544123302439753, -0.011999138607461015, 0.0)","(0.5, -0.32, -0.02)","(0.04, -9.77, 0.79)","(0.3125, 0.25, 85.375)","(0.73516845703125, -0.6778564453125, -0.00115966796875, -0.00189208984375)"
122.2,"(0.13, -9.94, 0.8200000000000001)","(7.75, 30.75, -13.0)","(0.04036073895236887, -0.013089969389957472, -0.00545415391248228)","(-0.56, 0.37, -0.56)","(0.04, -9.77, 0.8300000000000001)","(0.3125, 0.25, 85.125)","(0.736328125, -0.6766357421875, -0.0015869140625, -0.0020751953125)"
123.2,"(0.08, -9.97, 0.91)","(6.25, 31.0625, -12.875)","(0.050178215994836975, -0.013089969389957472, -0.001090830782496456)","(-0.48, 0.42, -0.54)","(0.04, -9.76, 0.86)","(0.25, 0.25, 84.875)","(0.7374267578125, -0.6754150390625, -0.0015869140625, -0.00189208984375)"
124.2,"(0.01, -9.88, 0.85)","(6.6875, 21.875, -11.0)","(-0.001090830782496456, -0.002181661564992912, 0.007635815477475192)","(-0.06, 0.03, -0.29)","(0.04, -9.76, 0.88)","(0.25, 0.25, 84.75)","(0.73834228515625, -0.67437744140625, -0.00128173828125, -0.001953125)"
125.16,"(0.2, -10.13, 0.9)","(7.5, 29.875, -11.375)","(-0.004363323129985824, -0.002181661564992912, -0.00545415391248228)","(-0.12, -0.3, -0.15)","(0.04, -9.76, 0.9)","(0.25, 0.25, 84.6875)","(-1.25341796875, -0.6817626953125, -0.00146484375, -0.00189208984375)"
126.15,"(-0.38, -7.930000000000001, -325.21)","(6.25, 30.25, -11.875)","(-0.04581489286485115, 0.001090830782496456, -0.00545415391248228)","(-0.1, 0.76, 0.1)","(0.04, -9.76, 0.89)","(0.25, 0.1875, -1963.25)","(0.738525390625, -0.6741943359375, -0.0013427734375, -0.00164794921875)"
127.14,"(0.01, -9.67, 1.03)","(6.25, -2018.5, -12.5625)","(0.02399827721492203, -0.007635815477475192, 0.0)","(0.14, -0.24, -0.14)","(0.03, -9.76, 0.9)","(0.1875, 0.1875, 84.75)","(0.73876953125, -0.6739501953125, -0.00146484375, -0.00152587890625)"
128.2,"(0.08, -9.8, 0.77)","(6.0, 30.375, -12.25)","(0.006544984694978736, 0.003272492347489368, -0.001090830782496456)","(-0.07, 0.04, -0.01)","(1.33, -9.76, 0.88)","(0.3125, 0.3125, 84.8125)","(0.73828125, -0.67449951171875, -0.0018310546875, -0.00201416015625)"
